ID,Sales
T1188600,34452.784198253816
T1188601,52297.40810682195
T1188602,26010.265366401043
T1188603,78677.48186831003
T1188604,43903.05644279679
T1188605,75603.10470930874
T1188606,32005.02364236646
T1188607,62297.458907973036
T1188608,47163.82265269685
T1188609,29785.794432554212
T1188610,75292.83212111056
T1188611,33786.14316416833
T1188612,54737.48689286161
T1188613,52924.999299374904
T1188614,63186.92037310697
T1188615,37452.95982176383
T1188616,63565.00585842246
T1188617,35356.82123029216
T1188618,51788.680362826635
T1188619,26314.32634738557
T1188620,36099.39054358371
T1188621,39922.44764680408
T1188622,37919.38893929006
T1188623,46229.55881152587
T1188624,27170.019028279006
T1188625,75033.43937383317
T1188626,38668.29986836737
T1188627,35224.17016524801
T1188628,46773.93107205721
T1188629,40807.15940809825
T1188630,38717.02114880715
T1188631,35282.33697787501
T1188632,47406.48479552184
T1188633,41587.90388144223
T1188634,38796.39677760329
T1188635,50871.144015674
T1188636,31382.864607790318
T1188637,59608.36870135201
T1188638,32440.878796047073
T1188639,80525.15531017556
T1188640,28137.520021290078
T1188641,43130.586753452546
T1188642,42894.19924825422
T1188643,45081.93081578587
T1188644,30809.489333438705
T1188645,32524.69282160647
T1188646,31727.917860025595
T1188647,37410.05345908228
T1188648,40338.917471103894
T1188649,28687.9472064346
T1188650,35298.23986039858
T1188651,35759.01086687926
T1188652,65982.0598244033
T1188653,58636.87273479428
T1188654,48966.57116708929
T1188655,34464.86948125652
T1188656,56774.92231618834
T1188657,54926.84476260614
T1188658,48399.81381205543
T1188659,54366.90075624731
T1188660,29688.95251226489
T1188661,61834.4715665258
T1188662,63534.756283346374
T1188663,39243.57484524318
T1188664,28023.456289434325
T1188665,39450.32261302658
T1188666,52682.803092416325
T1188667,50493.798551646294
T1188668,76147.8571515547
T1188669,82021.22002204228
T1188670,93061.4854241643
T1188671,64006.73611369
T1188672,68408.98596201319
T1188673,59028.018598232724
T1188674,44376.547030109476
T1188675,56622.09855937103
T1188676,43099.465923133575
T1188677,36646.078663362074
T1188678,57540.9131908542
T1188679,61747.59467653961
T1188680,24570.728559369483
T1188681,30315.258259703383
T1188682,56299.87826720982
T1188683,47939.757887358486
T1188684,28036.73818093269
T1188685,77847.65761703378
T1188686,40951.988606845465
T1188687,48448.132157600165
T1188688,39610.163246027376
T1188689,45369.1513919003
T1188690,46018.59434047381
T1188691,55299.47780588252
T1188692,39179.94265650981
T1188693,62152.22012608335
T1188694,27303.82989096729
T1188695,33164.47886758555
T1188696,49159.5184216209
T1188697,35021.019213613195
T1188698,59823.711236750416
T1188699,52249.084382032415
T1188700,52566.605979442924
T1188701,31351.05982802384
T1188702,58740.18280374336
T1188703,30112.055373382485
T1188704,39743.67242829726
T1188705,60268.91961745285
T1188706,99451.2422537443
T1188707,36146.301761102346
T1188708,27770.863689533668
T1188709,61317.52757932844
T1188710,77226.16112326123
T1188711,51299.16910849351
T1188712,36185.247700052154
T1188713,85955.09929082086
T1188714,43524.9422030124
T1188715,27841.661778357793
T1188716,20746.271057915437
T1188717,64079.10785772227
T1188718,48919.550568000566
T1188719,53583.83758857767
T1188720,28397.344788460578
T1188721,26907.399902769484
T1188722,66454.42483065954
T1188723,86648.69568246992
T1188724,22953.47550326946
T1188725,52845.36971943438
T1188726,52874.9430991824
T1188727,46110.37937390496
T1188728,61359.34860090192
T1188729,40277.67377519265
T1188730,57208.15358319199
T1188731,61744.51161120379
T1188732,35718.40226139297
T1188733,58978.41822009698
T1188734,70755.37734676282
T1188735,24332.60041323242
T1188736,27863.069586386373
T1188737,35939.263818157844
T1188738,22662.599355162463
T1188739,40790.49567821543
T1188740,39295.278710552964
T1188741,38123.914079335635
T1188742,56968.27522389486
T1188743,42268.87799463587
T1188744,40783.98972706094
T1188745,65577.7908218236
T1188746,52602.66584898216
T1188747,38026.68115490556
T1188748,59509.09251346358
T1188749,38631.43666971579
T1188750,30943.026595161886
T1188751,62043.06380376156
T1188752,26371.48056462123
T1188753,69787.40072468125
T1188754,44951.95064063292
T1188755,56354.2411998485
T1188756,38809.63871453177
T1188757,32735.344715611063
T1188758,58497.981620662584
T1188759,65402.87759881109
T1188760,58467.087019692495
T1188761,43643.6948498932
T1188762,75821.1765599546
T1188763,47494.69261241587
T1188764,23734.868749694044
T1188765,59458.84821691539
T1188766,39991.58194199318
T1188767,41224.699418746684
T1188768,37162.33041064697
T1188769,30773.54779236762
T1188770,61073.47309209974
T1188771,57811.0731844656
T1188772,45847.118006304154
T1188773,55295.16273885964
T1188774,53367.8377807536
T1188775,40997.06812408809
T1188776,35724.01158646381
T1188777,27042.2580655047
T1188778,29949.863913900204
T1188779,72794.24684350913
T1188780,52315.1180467946
T1188781,42807.3398082704
T1188782,58548.46957542702
T1188783,35337.89456427942
T1188784,31362.19960825042
T1188785,29990.826035734848
T1188786,60368.62086924125
T1188787,48024.05071124475
T1188788,45051.00120448792
T1188789,29233.325001650388
T1188790,37885.43346876994
T1188791,49434.52391630939
T1188792,36432.51573769803
T1188793,57954.44641420453
T1188794,40962.44904436976
T1188795,44468.37071802684
T1188796,39051.07705617377
T1188797,53656.42353966793
T1188798,46743.732961833244
T1188799,29470.754135107203
T1188800,73102.70690452281
T1188801,25375.684748084117
T1188802,32740.843762925997
T1188803,32301.54797897618
T1188804,37560.00455864389
T1188805,50505.66899389037
T1188806,39389.714202040326
T1188807,34619.52766289172
T1188808,38019.804851058885
T1188809,60039.764921611735
T1188810,30222.3797796761
T1188811,29325.998559647374
T1188812,41807.389784083905
T1188813,30819.653176040607
T1188814,39443.11087693662
T1188815,32062.244442974454
T1188816,43382.309782241755
T1188817,44893.197096734955
T1188818,39150.46896712139
T1188819,62502.84761277729
T1188820,52098.11825182076
T1188821,39070.981332540534
T1188822,52646.2995725384
T1188823,84327.89079426933
T1188824,61162.24657518981
T1188825,54667.294429998095
T1188826,56525.70942460933
T1188827,44071.12306803592
T1188828,43515.44637130483
T1188829,37032.27812612274
T1188830,25481.041077022594
T1188831,59861.93438866825
T1188832,44634.719144671864
T1188833,55780.718546160395
T1188834,29285.513460605136
T1188835,50580.786113766924
T1188836,28831.116653347763
T1188837,45828.31445892234
T1188838,35513.743438797195
T1188839,20042.49165486565
T1188840,37620.6042033718
T1188841,51110.11692275888
T1188842,44691.539400932
T1188843,36524.048717333666
T1188844,44133.91836691999
T1188845,50670.860281385016
T1188846,37635.37157739386
T1188847,56958.5336376502
T1188848,37754.38369858011
T1188849,34786.567121737564
T1188850,65885.1314254278
T1188851,53276.86029873285
T1188852,60226.0833310583
T1188853,35149.60036762416
T1188854,45244.62603538242
T1188855,46643.70824528332
T1188856,33406.40422585585
T1188857,48494.326948361675
T1188858,51271.850411827494
T1188859,48769.80642499964
T1188860,63240.66312548382
T1188861,39651.390433471024
T1188862,41441.05654775957
T1188863,28927.596411934544
T1188864,64416.35556498436
T1188865,45284.38308712999
T1188866,57096.55796468866
T1188867,39641.648102678475
T1188868,48166.95073681613
T1188869,36938.33256579898
T1188870,34986.279564932614
T1188871,49395.355228648936
T1188872,41798.5267852764
T1188873,42516.63913849643
T1188874,40782.9366873052
T1188875,62007.33667601062
T1188876,38399.425124762405
T1188877,41491.34278923103
T1188878,40880.821453239645
T1188879,32521.542643991383
T1188880,81730.97939660739
T1188881,39371.411290727774
T1188882,126686.2008790691
T1188883,55487.0163421947
T1188884,71584.27132528761
T1188885,39839.932427221196
T1188886,36932.958830632764
T1188887,35728.91000770055
T1188888,41300.21287354902
T1188889,27464.73668184953
T1188890,50364.17888845997
T1188891,34904.560320745935
T1188892,43749.285184353896
T1188893,33304.26832082958
T1188894,80926.80083301551
T1188895,47196.10752754524
T1188896,30890.548941007724
T1188897,37395.48849762838
T1188898,119618.04708710076
T1188899,41977.80816788038
T1188900,40425.68119616933
T1188901,40226.06065174
T1188902,69451.55081848832
T1188903,79074.58062696346
T1188904,54946.51114061833
T1188905,35233.527623841335
T1188906,41515.72487494223
T1188907,27510.545470736426
T1188908,37538.26760732324
T1188909,71469.49453247881
T1188910,35911.02556782203
T1188911,56356.9534428481
T1188912,69196.40847846417
T1188913,98465.43985645463
T1188914,46036.20232870251
T1188915,31087.643135557104
T1188916,48202.41014313569
T1188917,54691.71757042759
T1188918,34492.66558025917
T1188919,63596.75959770337
T1188920,47283.073634384746
T1188921,58101.773939954815
T1188922,26693.3004514828
T1188923,46876.90463785389
T1188924,44719.56436096973
T1188925,26349.460151615214
T1188926,62259.69308752328
T1188927,60732.98262008679
T1188928,59566.04171592499
T1188929,38986.19074637441
T1188930,62055.98523888923
T1188931,39175.626423068534
T1188932,59415.410014609166
T1188933,40385.11998832145
T1188934,49298.5022034454
T1188935,31349.20123318992
T1188936,46095.26149724382
T1188937,39014.87689296414
T1188938,38733.15235130877
T1188939,43137.93009461538
T1188940,49216.23050473392
T1188941,66773.17765861312
T1188942,41464.56759269624
T1188943,55930.27770655571
T1188944,45935.31025816202
T1188945,80339.64302543497
T1188946,55663.3894297549
T1188947,30129.15186814339
T1188948,24381.935274816475
T1188949,57467.96635257463
T1188950,30989.469367711703
T1188951,55380.500502596624
T1188952,35303.88727109007
T1188953,35953.148590706565
T1188954,43860.70976609375
T1188955,56600.86791042579
T1188956,55588.0310516708
T1188957,43982.44657906567
T1188958,75884.89488436372
T1188959,128270.60482563164
T1188960,58592.883608308126
T1188961,53166.39058898681
T1188962,45879.88884655849
T1188963,66870.27949057352
T1188964,37832.68708689058
T1188965,98201.84328283828
T1188966,34252.11059506466
T1188967,45911.58437741941
T1188968,64007.66757919809
T1188969,62968.95406049445
T1188970,90734.20362022423
T1188971,44421.51708737959
T1188972,29443.003605793285
T1188973,37498.56256587608
T1188974,78561.79949903503
T1188975,75948.62059677292
T1188976,46397.24858399745
T1188977,49617.73943299234
T1188978,26078.41949000378
T1188979,62474.09844589613
T1188980,58486.04080915755
T1188981,36680.9166567458
T1188982,46154.73592121236
T1188983,49725.95179908516
T1188984,44874.58226255461
T1188985,27323.612708080593
T1188986,49548.57289061806
T1188987,51694.766712657176
T1188988,70064.01927511071
T1188989,50238.84219425891
T1188990,54571.62540009984
T1188991,30570.526634111797
T1188992,40698.10110974455
T1188993,35869.58642685711
T1188994,38438.65018615639
T1188995,30328.332659171
T1188996,62839.13759227695
T1188997,48544.72352603879
T1188998,54989.00080660982
T1188999,32140.14993063932
T1189000,26053.56533612101
T1189001,50182.7032681093
T1189002,32025.88968709912
T1189003,79175.9416728054
T1189004,73487.03671142548
T1189005,24613.038937869474
T1189006,33492.469605882354
T1189007,36608.87239328989
T1189008,65442.69040504786
T1189009,34334.90893431524
T1189010,34410.930412958034
T1189011,102950.0024979652
T1189012,78120.0611108418
T1189013,34593.86976096719
T1189014,31129.72110043586
T1189015,36143.48681113582
T1189016,92614.574935512
T1189017,45042.68687374173
T1189018,36280.16090629918
T1189019,41683.47357945079
T1189020,52906.71168015005
T1189021,50598.255221051935
T1189022,38414.33411418704
T1189023,37855.56518800496
T1189024,40185.2000251561
T1189025,31564.70892242327
T1189026,76463.75579299338
T1189027,40342.757090749874
T1189028,64662.67949794377
T1189029,21721.771553794984
T1189030,43598.476888743215
T1189031,50531.7959271429
T1189032,32838.29208553482
T1189033,36513.153572451585
T1189034,73868.97085239514
T1189035,28904.53666808691
T1189036,48607.21697569014
T1189037,34755.31785003893
T1189038,40860.26493167193
T1189039,47241.18386479819
T1189040,32997.26193467641
T1189041,57229.35115582836
T1189042,61515.89011836932
T1189043,45946.54136058954
T1189044,40181.295955177884
T1189045,80773.04536055635
T1189046,33994.438141163584
T1189047,56560.185155120045
T1189048,40674.29424727091
T1189049,52432.66237198701
T1189050,37756.39051719766
T1189051,49710.38618247322
T1189052,48693.33955551269
T1189053,42218.8948561979
T1189054,86665.17132284513
T1189055,65526.517419800715
T1189056,53030.06323073665
T1189057,45644.42879697299
T1189058,74032.2134498533
T1189059,48297.23759564698
T1189060,39396.31942584886
T1189061,67130.20241891811
T1189062,39135.91439452964
T1189063,74793.67591075692
T1189064,35720.3444611378
T1189065,59669.36238863065
T1189066,42923.74633826727
T1189067,35143.14645172313
T1189068,37148.451640954954
T1189069,39369.78064338659
T1189070,59493.328576190426
T1189071,33254.608563911446
T1189072,34763.981861848384
T1189073,51122.65863375265
T1189074,23844.25283741256
T1189075,36008.576382293715
T1189076,59630.425594683686
T1189077,33122.69430405414
T1189078,34613.04304272724
T1189079,42843.16206835461
T1189080,36274.80813110224
T1189081,68842.28438778967
T1189082,41736.19680512493
T1189083,56315.22753768394
T1189084,36112.27707397014
T1189085,41808.65101714477
T1189086,33750.06547995853
T1189087,38353.93031149396
T1189088,33679.66898886128
T1189089,32052.39600376666
T1189090,33898.301780455644
T1189091,36738.759324111816
T1189092,31858.089820059442
T1189093,40284.432130370216
T1189094,29669.349891137615
T1189095,68751.5141232526
T1189096,43560.8181775242
T1189097,37751.478728964976
T1189098,28297.591966375505
T1189099,27245.39231033336
T1189100,50406.88570705156
T1189101,28869.26071233544
T1189102,39014.25608348998
T1189103,30323.56140158983
T1189104,70018.15420085727
T1189105,43764.774677946465
T1189106,25427.82936095025
T1189107,44949.673194809875
T1189108,38638.559271946935
T1189109,45682.48388570021
T1189110,49645.645928872924
T1189111,34843.476749702655
T1189112,35362.09503837475
T1189113,23101.477029994603
T1189114,27767.73528187929
T1189115,30748.834477647062
T1189116,51764.679324295525
T1189117,26444.15083374973
T1189118,35257.90774768953
T1189119,27973.89993728554
T1189120,43803.87062927133
T1189121,22957.212215698335
T1189122,67312.23737085184
T1189123,33100.78417540732
T1189124,31637.593320652217
T1189125,38468.330991512354
T1189126,29829.295627173113
T1189127,47166.57182653353
T1189128,65299.500888632996
T1189129,35914.885602691116
T1189130,33634.843729720335
T1189131,70360.03849443709
T1189132,29495.303465704892
T1189133,25016.00755078521
T1189134,50451.76026813542
T1189135,48784.333867303954
T1189136,37260.58422990257
T1189137,27002.055986350508
T1189138,41142.60616637557
T1189139,33457.84705376063
T1189140,53975.95360923747
T1189141,47168.24130045241
T1189142,67691.32907494977
T1189143,29855.94047542193
T1189144,38535.70778549455
T1189145,34726.116317086526
T1189146,21417.963386679203
T1189147,41334.16697208267
T1189148,42637.49772920036
T1189149,52755.4169291366
T1189150,35827.05103429104
T1189151,39306.82065496739
T1189152,47844.827163689966
T1189153,51948.37094347105
T1189154,58220.12174288399
T1189155,49609.33447510311
T1189156,49526.98725085183
T1189157,36812.835248851196
T1189158,51074.268112921825
T1189159,31426.961965074155
T1189160,29484.355534139584
T1189161,39974.10322815134
T1189162,36055.55867537266
T1189163,23134.903716873585
T1189164,45034.9405814803
T1189165,38123.06021114179
T1189166,23246.06488951238
T1189167,41704.86926666207
T1189168,52774.33404011608
T1189169,31289.798048965924
T1189170,38194.26053301306
T1189171,29839.74540253199
T1189172,82212.70301551414
T1189173,55288.10181266743
T1189174,22435.249101663692
T1189175,47556.50523272273
T1189176,37521.06819445203
T1189177,30959.027879173544
T1189178,33683.360485073084
T1189179,30073.405742468272
T1189180,38640.94244545435
T1189181,29419.93482003038
T1189182,57542.03825048249
T1189183,34588.16197085784
T1189184,31384.620367077725
T1189185,25314.812373272987
T1189186,48772.722144125655
T1189187,40878.35692791874
T1189188,31424.593365993147
T1189189,49230.4904888719
T1189190,48315.619836551865
T1189191,71417.0998120468
T1189192,58922.59790174816
T1189193,40104.80469770579
T1189194,34226.471974437285
T1189195,46080.57242814035
T1189196,32606.24010608025
T1189197,38979.21208271422
T1189198,43478.01517288265
T1189199,33844.41656453216
T1189200,24441.165657656158
T1189201,50061.21698890539
T1189202,35011.32146193946
T1189203,31074.886291762818
T1189204,59184.96827819387
T1189205,53141.978980544256
T1189206,35623.656361825626
T1189207,32690.915105914642
T1189208,37244.30616623603
T1189209,62510.57946290861
T1189210,40661.77125584268
T1189211,43521.17856239041
T1189212,65194.281236920215
T1189213,32449.497968704556
T1189214,44644.587462368385
T1189215,61419.84398530517
T1189216,40399.15659493117
T1189217,49522.69815617739
T1189218,43105.4976984937
T1189219,35117.994299260514
T1189220,53252.73711139065
T1189221,41243.055812697
T1189222,25842.007615041734
T1189223,58392.78003542178
T1189224,39487.450095772736
T1189225,22778.05010148584
T1189226,52109.00875090556
T1189227,19266.665270605303
T1189228,52604.62594643046
T1189229,16709.89691739832
T1189230,85290.08699265792
T1189231,48581.553420372045
T1189232,32594.820565411777
T1189233,35245.58344112113
T1189234,58193.39055629467
T1189235,26158.849073715937
T1189236,76420.38128933904
T1189237,47982.32035396577
T1189238,25801.785533371007
T1189239,34663.40997247989
T1189240,42733.05056975849
T1189241,36758.288655766984
T1189242,48008.4539991802
T1189243,25417.3739965083
T1189244,21648.191441178897
T1189245,48370.525706099186
T1189246,35593.097852947656
T1189247,21100.092090632148
T1189248,37568.97448827739
T1189249,64860.42402207515
T1189250,57454.49136835172
T1189251,21365.97808775943
T1189252,48341.418600897465
T1189253,56310.590219862584
T1189254,35188.922425002835
T1189255,49898.41564459456
T1189256,24660.764768575733
T1189257,26618.203074106987
T1189258,53747.401293799085
T1189259,35276.03246888597
T1189260,38730.753434897095
T1189261,56008.779844134624
T1189262,48439.53368043508
T1189263,49295.42741303943
T1189264,37915.77176905651
T1189265,23319.64278757751
T1189266,94289.98267931229
T1189267,61696.4529530805
T1189268,30244.317061488044
T1189269,30471.76418800717
T1189270,41360.502776123416
T1189271,35599.51628231556
T1189272,33614.53084250636
T1189273,54594.93152421203
T1189274,32110.25705035506
T1189275,63598.14845230551
T1189276,60097.59043728434
T1189277,46400.13111598681
T1189278,38139.541241878636
T1189279,31345.718780297124
T1189280,43288.928137144714
T1189281,21822.059646424983
T1189282,39955.560199551954
T1189283,33154.5829568882
T1189284,51897.3851084254
T1189285,29825.033083332437
T1189286,42623.68916131779
T1189287,39172.81094014544
T1189288,110667.54449810472
T1189289,67877.51178005314
T1189290,28842.41152118267
T1189291,49461.11372836743
T1189292,46751.55455841878
T1189293,45602.390535802275
T1189294,20590.323710483728
T1189295,20463.797773139664
T1189296,56053.551505192954
T1189297,41565.57840956339
T1189298,55671.313915534774
T1189299,38502.82161601784
T1189300,48178.71256452026
T1189301,23873.90934010413
T1189302,30435.937758500186
T1189303,39821.27941907456
T1189304,30405.79962746715
T1189305,19037.043636063652
T1189306,44383.815832004715
T1189307,33497.564310270594
T1189308,34842.882524381355
T1189309,59326.25774087553
T1189310,30291.805432294415
T1189311,50833.15271650163
T1189312,24403.45601552739
T1189313,64631.528233446355
T1189314,60754.471387230355
T1189315,115416.94106231694
T1189316,18277.37326325791
T1189317,44772.198773614975
T1189318,76907.95260677818
T1189319,42760.08545439838
T1189320,37241.41418954562
T1189321,75919.17432633179
T1189322,31745.323074830485
T1189323,30029.892476190525
T1189324,44905.86148484914
T1189325,27643.311313757462
T1189326,38519.756904533264
T1189327,31165.096375326924
T1189328,40643.926299592626
T1189329,42624.09909534572
T1189330,53037.94703584969
T1189331,33495.48134459505
T1189332,40110.71538025141
T1189333,30499.822101882357
T1189334,33539.143415484614
T1189335,45340.33680968179
T1189336,32503.672930989662
T1189337,31935.5077541543
T1189338,28357.393765317855
T1189339,25706.438011628663
T1189340,33004.639155129975
T1189341,56273.37572646535
T1189342,64633.876532001894
T1189343,25960.224989272177
T1189344,35664.66240723907
T1189345,43265.689709517115
T1189346,34861.046793154295
T1189347,41854.63047567026
T1189348,42621.897956910456
T1189349,88300.19539074034
T1189350,34431.98704418402
T1189351,44786.07664544635
T1189352,37309.92136560165
T1189353,43776.61703778149
T1189354,24998.97775756041
T1189355,56988.9653812142
T1189356,71774.21340405579
T1189357,31815.00993162168
T1189358,52595.690304924916
T1189359,102630.30974750756
T1189360,71821.41700225807
T1189361,51937.05091253702
T1189362,21809.972809770697
T1189363,62231.85559460022
T1189364,27226.447651028233
T1189365,37275.54337668085
T1189366,34084.9247936258
T1189367,32654.050810548186
T1189368,36564.51264620629
T1189369,29333.882762601657
T1189370,36241.39866388916
T1189371,23441.12741445561
T1189372,39767.78576991587
T1189373,45970.608585086666
T1189374,28620.394820670263
T1189375,49271.85096600339
T1189376,56433.283076005144
T1189377,46975.513653506336
T1189378,63553.71409664942
T1189379,34209.23143469881
T1189380,49343.992222443965
T1189381,44860.146135007315
T1189382,53021.87408161613
T1189383,37896.663399401514
T1189384,70249.86857810734
T1189385,46843.85805563219
T1189386,31700.215900398456
T1189387,41071.18845015549
T1189388,75777.05851163823
T1189389,50381.2146029593
T1189390,40422.31333040813
T1189391,30365.750467929483
T1189392,29831.121932731287
T1189393,26381.597396879362
T1189394,44975.76671180787
T1189395,33132.3501794331
T1189396,42033.88139555416
T1189397,52786.951990135276
T1189398,30983.72682041613
T1189399,44057.206178131484
T1189400,82789.46152689305
T1189401,59072.10134710252
T1189402,18018.34676500385
T1189403,34677.705655713144
T1189404,33704.45239278385
T1189405,35424.17000385179
T1189406,22931.89855887466
T1189407,27260.650439253368
T1189408,25610.997562128177
T1189409,41953.12532503136
T1189410,32208.383163435705
T1189411,57637.92348861898
T1189412,57139.107541443576
T1189413,65518.1566925987
T1189414,31838.25623395328
T1189415,29811.61130992043
T1189416,52634.10952574333
